product_name,product_code,image_url,product_link,available_sizes
Standard Fit Crew Neck Basic Knitted Pullover,B9707AXGR184,https://dfcdn.defacto.com.tr/3/B9707AX_24SP_GR184_01_02.jpg,https://www.defacto.com/en-eg/standart-fit-bisiklet-yaka-triko-kazak-3074126,"['XS', 'S', 'M', 'L', '3XL']"
New Regular Fit Crew Neck Basic T-Shirt,V7699AZBE506,https://dfcdn.defacto.com.tr/3/V7699AZ_25SP_BE506_01_01.jpg,https://www.defacto.com/en-eg/new-regular-fit-bisiklet-yaka-tisort-3239609,"['XS', 'S', 'M', 'L', 'XL', '3XL']"
Regular Fit Hooded Soft Furry Inside Basic Sweatshirt,X8331AZBG700,https://dfcdn.defacto.com.tr/3/X8331AZ_24AU_BG700_01_02.jpg,https://www.defacto.com/en-eg/regular-fit-kapusonlu-hirka-3113508,"['S', 'M', 'L', 'XL', 'XXL', '3XL']"
Relax Fit Long Sleeve Sweatshirt,E5333AXER134,https://dfcdn.defacto.com.tr/3/E5333AX_24WN_ER134_01_01.jpg,https://www.defacto.com/en-eg/regular-fit-polo-yaka-polo-tisort-3206726,"['S', 'M', 'L']"
Regular Fit Resort Collar Short Sleeve Shirt,D9540AXER105,,https://www.defacto.com/en-eg/regular-fit-apas-yaka-kisa-kollu-gomlek-3191908,"['S', 'M', 'L']"
Regular Fit Long Sleeve Sweatshirt,X8283AZGR184,https://dfcdn.defacto.com.tr/3/X8283AZ_25SP_GR184_01_01.jpg,https://www.defacto.com/en-eg/regular-fit-kapusonlu-sweatshirt-3238800,"['S', 'M', 'L', 'XL', 'XXL']"
3 piece Regular Fit Boxer,B8515AXNV135,,https://www.defacto.com/en-eg/regular-fit-3lu-boxer-3126059,"['S', 'M', 'L', 'XL', 'XXL', '3XL']"
Standard Fit Stretchy Leg Thick Sweatpants,A6468AXGR439,https://dfcdn.defacto.com.tr/3/A6468AX_24SP_GR439_01_03.jpg,https://www.defacto.com/en-eg/standart-fit-esnek-paca-kalin-sweatshirt-kumasi-esofman-alti-3062151,"['XS', 'S', 'M', 'L']"
Relax Fit Polo Collar Zippered Basic Thick Sweatshirt,E5333AXGR83,https://dfcdn.defacto.com.tr/3/E5333AX_24WN_GR83_01_02.jpg,https://www.defacto.com/en-eg/relax-fit-polo-yaka-uzun-kollu-polo-tisort-3206724,['S']
Regular Fit Cotton Basic Long Sleeve Shirt,B5935AXBK81,,https://www.defacto.com/en-eg/regular-fit-penye-uzun-kollu-gomlek-3163089,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"
Relax Fit Cotton Long Sleeve Shirt Jacket,B0770AXBK81,,https://www.defacto.com/en-eg/relax-fit-uzun-kollu-gomlek-2993297,"['S', 'M', 'L']"
DeFactoFit Slim Fit Woven Shorts,Z2147AZBK81,https://dfcdn.defacto.com.tr/3/Z2147AZ_25SP_BK81_01_01.jpg,https://www.defacto.com/en-eg/defactofit-slim-fit-sporcu-dokuma-sort-3239482,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"
Regular Fit Polo Collar Gabardine Long Sleeve Shirt,D4934AXBG760,https://dfcdn.defacto.com.tr/3/D4934AX_24AU_BG760_01_02.jpg,https://www.defacto.com/en-eg/regular-fit-polo-yaka-uzun-kollu-gomlek-3172281,"['XS', 'S', 'M', 'L', 'XL']"
Batman Boxy Fit Crew Neck Back Printed T-Shirt,D9846AXER105,,https://www.defacto.com/en-eg/batman-boxy-fit-bisiklet-yaka-tisort-3239289,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"
Boxy Fit Crew Neck Basic Pique Sweatshirt,E1519AXBK81,https://dfcdn.defacto.com.tr/3/E1519AX_25SP_BK81_01_01.jpg,https://www.defacto.com/en-eg/boxy-fit-bisiklet-yaka-sweatshirt-3241109,"['XS', 'S', 'M', 'L', 'XL']"
DeFactoFit Slim Fit Standard Leg Joggers,D8018AXBK81,,https://www.defacto.com/en-eg/defactofit-jogger-3238235,"['M', 'L', 'XL']"
Boxy Fit Printed Long Sleeve Sweatshirt,D7264AXBG106,,https://www.defacto.com/en-eg/boxy-fit-kapusonlu-sweatshirt-3243984,"['S', 'M', 'L']"
Pedro Slim Fit Normal Waist Skinny Leg Jeans,D4466AXNM39,,https://www.defacto.com/en-eg/pedro-slim-fit-dar-paca-jean-pantolon-3157179,"['28 Size - 30 Length', '29 Size - 30 Length', '30 Size - 30 Length', '30 Size - 32 Length', '32 Size - 30 Length', '32 Size - 32 Length', '33 Size - 32 Length', '34 Size - 30 Length', '34 Size - 32 Length', '34 Size - 34 Length', 'Size 34 - Length 36', '36 Size - 30 Length', '36 Size - 32 Length', '36 Size - 34 Length', '38 Size - 32 Length']"
Slim Fit Super Skinny Hem Shorts,A3893AXBK81,https://dfcdn.defacto.com.tr/3/A3893AX_24HS_BK81_01_02.jpg,https://www.defacto.com/en-eg/slim-fit-dar-paca-sweatshirt-kumasi-sort-3106207,"['XS', 'S', 'M', 'L', 'XL', 'XXL', '3XL']"
Slim Fit Super Skinny Hem Chino Pants,T1055AZBG191,https://dfcdn.defacto.com.tr/3/T1055AZ_24SP_BG191_01_03.jpg,https://www.defacto.com/en-eg/slim-fit-chino-kanvas-pantolon-3077588,"['28 Size - 30 Length', '32 Size - 30 Length', '33 Size - 30 Length', '34 Size - 30 Length', '34 Size - 32 Length', '36 Size - 30 Length', '36 Size - 32 Length', '36 Size - 34 Length', '38 Size - 32 Length', '40 Size - 32 Length']"
Standard Fit Ankle Gabardine Chinos,W8266AZBG650,,https://www.defacto.com/en-eg/jogger-standart-fit-gabardin-chino-pantolon-2390861,"['28 Size - 30 Length', '30 Size - 30 Length', '30 Size - 32 Length', '32 Size - 30 Length', '32 Size - 32 Length', '32 Size - 34 Length', '34 Size - 30 Length', '34 Size - 32 Length', '34 Size - 34 Length', '36 Size - 30 Length', '36 Size - 32 Length', '38 Size - 32 Length', '40 Size - 32 Length']"
Skinny Fit Jean Shorts,X4794AZNM29,,https://www.defacto.com/en-eg/skinny-fit-jean-bermuda-3137611,"['28', '30', '32', '34', '36', '38']"
Standard Fit Polo Collar Knitwear Pullover,D3589AXBN497,,https://www.defacto.com/en-eg/standart-fit-polo-yaka-triko-kazak-3285618,"['S', 'M', 'L', 'XL']"
Regular Fit Hooded Zippered Pocket Puffer Vest,D6285AXKH465,,https://www.defacto.com/en-eg/regular-fit-kapusonlu-yelek-3239997,"['S', 'M', 'L', 'XL', 'XXL', '3XL']"
Cargo Fit Trousers,W8024AZBK81,https://dfcdn.defacto.com.tr/3/W8024AZ_24SP_BK81_01_02.jpg,https://www.defacto.com/en-eg/jogger-standart-fit-pantolon-3056482,"['28 Size - 30 Length', '30 Size - 32 Length', '32 Size - 30 Length', '32 Size - 32 Length', '32 Size - 34 Length', '34 Size - 32 Length', '34 Size - 34 Length', '36 Size - 30 Length', '36 Size - 32 Length', '38 Size - 32 Length', '40 Size - 32 Length']"
Carlo Skinny Fit Normal Waist Jeans,R8763AZNM40,,https://www.defacto.com/en-eg/carlo-skinny-fit-normal-bel-dar-paca-jean-pantolon-3157576,"['28 Size - 30 Length', '28 Size - 32 Length', '29 Size - 30 Length', '30 Size - 30 Length', '30 Size - 32 Length', '31 Size - 32 Length', '32 Size - 30 Length', '32 Size - 32 Length', '33 Size - 32 Length', '34 Size - 30 Length', '34 Size - 32 Length']"
Standard Fit Crew Neck Waffle Pullover,A5234AXBK27,https://dfcdn.defacto.com.tr/3/A5234AX_24WN_BK27_01_02.jpg,https://www.defacto.com/en-eg/standart-fit-bisiklet-yaka-triko-kazak-3113092,"['XS', 'S']"
Slim Fit Stand-up Collar Zippered Jacket,D7534AXBK27,https://dfcdn.defacto.com.tr/3/D7534AX_25SP_BK27_01_02.jpg,https://www.defacto.com/en-eg/slim-fit-dik-yaka-mont-3238738,"['S', 'M', 'L', 'XL']"
Standard Fit Knitwear Pullover,E5220AXKH431,https://dfcdn.defacto.com.tr/3/E5220AX_24WN_KH431_01_01.jpg,https://www.defacto.com/en-eg/standart-fit-kazak-3204976,"['S', 'M']"
DeFactoFit NBA Milwaukee Bucks Oversize Fit Short Sleeve T-Shirt,B3910AXBK81,,https://www.defacto.com/en-eg/defactofit-nba-milwaukee-bucks-oversize-fit-bisiklet-yaka-kisa-kollu-tisort-3241346,"['S', 'M', 'L', 'XL', 'XXL']"
Slim Fit Polo T-Shirt,C7627AXBK81,https://dfcdn.defacto.com.tr/3/C7627AX_24SM_BK81_01_01.jpg,https://www.defacto.com/en-eg/slim-fit-polo-yaka-polo-tisort-3110653,"['S', 'M']"
Oversize Fit Crew Neck Basic Short Sleeve T-Shirt,X3926AZBN322,https://dfcdn.defacto.com.tr/3/X3926AZ_24AU_BN322_01_03.jpg,https://www.defacto.com/en-eg/oversize-fit-bisiklet-yaka-tisort-3194548,"['M', 'L']"
Sergio Regular Fit Normal Waist Straight Leg Jeans,W7086AZNM83,,https://www.defacto.com/en-eg/sergio-regular-fit-normal-bel-boru-paca-duz-paca-jean-pantolon-3240844,"['30 Size - 32 Length', '32 Size - 30 Length', '34 Size - 30 Length', '34 Size - 34 Length', '36 Size - 32 Length', '36 Size - 34 Length', '38 Size - 32 Length']"
Oversize Fit Crew Neck Back Printed T-Shirt,C5677AXWT34,,https://www.defacto.com/en-eg/oversize-fit-bisiklet-yaka-tisort-3141688,"['XS', 'S', 'M', 'L', 'XL']"
Water Repellent Regular Fit Fleece Lined Puffer Jacket,E7287AXBK27,,https://www.defacto.com/en-eg/regular-fit-kapusonlu-mont-3295832,['L']
Regular Fit Polo Collar Flanel Plaid Long Sleeve Shirt,D3499AXER98,,https://www.defacto.com/en-eg/regular-fit-polo-yaka-uzun-kollu-gomlek-3196977,"['XS', 'S', 'M', 'L']"
Comfort Regular Fit Crew Neck Printed Heavy Fabric T-Shirt,B4220AXGR437,https://dfcdn.defacto.com.tr/3/B4220AX_24SP_GR437_01_03.jpg,https://www.defacto.com/en-eg/comfort-fit-bisiklet-yaka-baskili-tisort-2996972,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"
Relax Fit Long Sleeve Shirt Jacket,B3903AXWT33,https://dfcdn.defacto.com.tr/3/B3903AX_24SP_WT33_01_03.jpg,https://www.defacto.com/en-eg/relax-fit-polo-yaka-gomlek-3008890,"['XS', 'S', 'M', 'L', 'XL']"
Standard Fit Short Leg Shorts,Z5613AZBE417,,https://www.defacto.com/en-eg/defacto-fit-standart-fit-sort-2813066,"['S', 'M', 'L']"
Slim Fit Cargo Pocket Trousers,A4208AXBK81,https://dfcdn.defacto.com.tr/3/A4208AX_23AU_BK81_01_01.jpg,https://www.defacto.com/en-eg/slim-fit-pantolon-2890920,"['32', '34', '36']"
Standard Fit Crew Neck Knitted Pullover,N9902AZGR110,https://dfcdn.defacto.com.tr/3/N9902AZ_24WN_GR110_01_02.jpg,https://www.defacto.com/en-eg/standart-fit-bisiklet-yaka-triko-kazak-3112742,"['XS', 'S', 'M', 'XL']"
Black Relax Fit Crew Neck Basic Knitted Pullover,A8449AXBK27,https://dfcdn.defacto.com.tr/3/A8449AX_23WN_BK27_01_03.jpg,https://www.defacto.com/en-eg/relax-fit-bisiklet-yaka-kazak-2993438,"['M', 'L']"
DeFactoFit Short Leg Scuba Diving Fabric Shorts,C5902AXBK81,https://dfcdn.defacto.com.tr/3/C5902AX_25SP_BK81_01_02.jpg,https://www.defacto.com/en-eg/defactofit-kisa-paca-skuba-dalgic-kumas-sort-3240525,"['XS', 'S', 'M', 'L', 'XL', 'XXL']"
Oversize Fit Polo Collar Cotton Long Sleeve Shirt,C2841AXKH502,https://dfcdn.defacto.com.tr/3/C2841AX_24SP_KH502_01_03.jpg,https://www.defacto.com/en-eg/oversize-fit-polo-yaka-uzun-kollu-gomlek-3097501,"['XS', 'S', 'M', 'L', 'XL', 'XXL', '3XL']"
New Regular Fit Crew Neck T-Shirt,V7699AZER98,https://dfcdn.defacto.com.tr/3/V7699AZ_25SP_ER98_01_01.jpg,https://www.defacto.com/en-eg/new-regular-fit-bisiklet-yaka-tisort-3239312,"['XS', 'S', 'M', 'L', 'XL', 'XXL', '3XL']"
Man High Sole Slip On Home Boots,C8243AXKR1,https://dfcdn.defacto.com.tr/3/C8243AX_24WN_KR1_01_01.jpg,https://www.defacto.com/en-eg/erkek-3157119,"['40/42', '43-45']"
Sergio Regular Fit Normal Waist Pipe Leg Jeans,D9829AXNM34,,https://www.defacto.com/en-eg/sergio-regular-fit-normal-bel-boru-paca-pantolon-3241348,"['30 Size - 32 Length', '32 Size - 30 Length', '34 Size - 30 Length', '34 Size - 32 Length', '34 Size - 34 Length', '36 Size - 32 Length', '36 Size - 34 Length', '38 Size - 32 Length', '40 Size - 34 Length']"
